Date,Grand Total,Territory,Zone,Item Name,Quantity,Amount
10/12/2025,883576.512,T - Nawan Lahore,A - Painsra,Lemon up-1500 ml,208,224640
10/12/2025,883576.512,T - Nawan Lahore,A - Painsra,Cola-1500 ml,641,692280
10/12/2025,883576.512,T - Nawan Lahore,A - Painsra,Cola-1500 ml,399,430920
10/12/2025,985119.632,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1500 ml,520,561600
10/12/2025,985119.632,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-2250 ml,600,528000
10/12/2025,985119.632,T - Chaudry Colony (Jhang),A - Jhang-Ii,Lemon up-1500 ml,104,112320
10/12/2025,985119.632,T - Chaudry Colony (Jhang),A - Jhang-Ii,Twister-1500 ml,104,112320
10/12/2025,985119.632,T - Chaudry Colony (Jhang),A - Jhang-Ii,Twister-2250 ml,100,88000
10/12/2025,851089.401,T - Joharabad,A - Joharabad,Juices-Mauj Mango-500 ml,154,147840
10/12/2025,851089.401,T - Joharabad,A - Joharabad,Cola-1500 ml,624,673920
10/12/2025,851089.401,T - Joharabad,A - Joharabad,Lemon up-1500 ml,18,19440
10/12/2025,851089.401,T - Joharabad,A - Joharabad,Lemon up-1500 ml,398,429840
10/12/2025,2278083.226,T - Charsada,A - Charsada,Cola-1000 ml,2016,1572480
10/12/2025,2278083.226,T - Charsada,A - Charsada,Lemon up-1000 ml,2016,1572480
10/12/2025,189840.269,T - Charsada,A - Charsada,Lemon up-1000 ml,336,262080
09/12/2025,879045.987,T - Warburton,A - Nankana Shb,Cola-300 ml,248,178560
09/12/2025,879045.987,T - Warburton,A - Nankana Shb,Cola-1500 ml,104,112320
09/12/2025,879045.987,T - Warburton,A - Nankana Shb,Cola-2250 ml,900,792000
09/12/2025,879045.987,T - Warburton,A - Nankana Shb,Twister-2250 ml,100,88000
09/12/2025,1139041.613,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Cola-1000 ml,2016,1572480
09/12/2025,883576.512,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Cola-1500 ml,1248,1347840
09/12/2025,805200,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Cola-2250 ml,1162.5,1023000
09/12/2025,805200,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Cola-2250 ml,37.5,33000
09/12/2025,1044121.478,T - KHUSHAB CITY,A - Kushab,Cola-1000 ml,1848,1441440
09/12/2025,1089805.709,T - PANSARA,A - Painsra,Juices-Mauj Mango-500 ml,308,295680
09/12/2025,1089805.709,T - PANSARA,A - Painsra,Cola-300 ml,248,178560
09/12/2025,1089805.709,T - PANSARA,A - Painsra,Cola-1500 ml,624,673920
09/12/2025,1089805.709,T - PANSARA,A - Painsra,Lemon up-300 ml,248,178560
09/12/2025,1089805.709,T - PANSARA,A - Painsra,Lemon up-1500 ml,208,224640
09/12/2025,134200,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-2250 ml,62.5,55000
09/12/2025,134200,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-2250 ml,137.5,121000
09/12/2025,671000,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-2250 ml,1000,880000
09/12/2025,134200,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-2250 ml,100,88000
09/12/2025,134200,T - Chaudry Colony (Jhang),A - Jhang-Ii,Lemon up-2250 ml,100,88000
09/12/2025,2183163.091,T - Charsada,A - Charsada,Cola-1000 ml,1848,1441440
09/12/2025,2183163.091,T - Charsada,A - Charsada,Twister-1000 ml,1114,868920
09/12/2025,2183163.091,T - Charsada,A - Charsada,Twister-1000 ml,686,535080
09/12/2025,2183163.091,T - Charsada,A - Charsada,Twister-1000 ml,216,168480
09/12/2025,988076.296,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1000 ml,245,191100
09/12/2025,988076.296,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1500 ml,416,449280
09/12/2025,988076.296,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-2250 ml,200,176000
09/12/2025,988076.296,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1000 ml,745,581100
09/12/2025,10170.014,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1000 ml,18,14040
08/12/2025,1255673.29,T - Chakdara (Butkhela),A - Timar Garha,Cola-1000 ml,500,390000
08/12/2025,1255673.29,T - Chakdara (Butkhela),A - Timar Garha,Twister-1500 ml,1185,1279800
08/12/2025,1255673.29,T - Chakdara (Butkhela),A - Timar Garha,Twister-2250 ml,200,176000
08/12/2025,247797.9,T - Chakdara (Butkhela),A - Timar Garha,Twister-1500 ml,350,378000
08/12/2025,846082.886,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-1000 ml,168,131040
08/12/2025,846082.886,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-1500 ml,104,112320
08/12/2025,846082.886,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-2250 ml,600,528000
08/12/2025,846082.886,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-1500 ml,104,112320
08/12/2025,846082.886,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-2250 ml,300,264000
08/12/2025,1139041.613,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Cola-1000 ml,2016,1572480
08/12/2025,883576.512,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Cola-1500 ml,1248,1347840
07/12/2025,805200,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-2250 ml,1200,1056000
07/12/2025,1030839.264,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1500 ml,1040,1123200
07/12/2025,1030839.264,T - Chaudry Colony (Jhang),A - Jhang-Ii,Lemon up-1500 ml,208,224640
07/12/2025,1030839.264,T - Chaudry Colony (Jhang),A - Jhang-Ii,Twister-1500 ml,208,224640
07/12/2025,763796.352,T - Bucheki Nankana,A - Bucheki,Cola-2250 ml,940,827200
07/12/2025,763796.352,T - Bucheki Nankana,A - Bucheki,Lemon up-2250 ml,200,176000
06/12/2025,2091356.264,T - Lal Kothi (Rwp),A - Chakri Rawalpindi,Juices-Mauj Mango-500 ml,154,147840
06/12/2025,2091356.264,T - Lal Kothi (Rwp),A - Chakri Rawalpindi,Cola-300 ml,992,714240
06/12/2025,2091356.264,T - Lal Kothi (Rwp),A - Chakri Rawalpindi,Cola-500 ml,144,138240
06/12/2025,2091356.264,T - Lal Kothi (Rwp),A - Chakri Rawalpindi,Cola-1000 ml,165,128700
06/12/2025,2091356.264,T - Lal Kothi (Rwp),A - Chakri Rawalpindi,Cola-1500 ml,936,1010880
06/12/2025,2091356.264,T - Lal Kothi (Rwp),A - Chakri Rawalpindi,Cola-2250 ml,200,176000
06/12/2025,2091356.264,T - Lal Kothi (Rwp),A - Chakri Rawalpindi,Lemon up-1500 ml,252,272160
06/12/2025,2091356.264,T - Lal Kothi (Rwp),A - Chakri Rawalpindi,Lemon up-1500 ml,372,401760
06/12/2025,67100,T - KHUSHAB CITY,A - Kushab,Cola-2250 ml,100,88000
06/12/2025,738100,T - KHUSHAB CITY,A - Kushab,Cola-2250 ml,1100,968000
06/12/2025,990771.944,T - Mandi Rurala Road,A - Mandi Rurala,Juices-Mauj Mango-500 ml,154,147840
06/12/2025,990771.944,T - Mandi Rurala Road,A - Mandi Rurala,Cola-500 ml,144,138240
06/12/2025,990771.944,T - Mandi Rurala Road,A - Mandi Rurala,Cola-1000 ml,165,128700
06/12/2025,990771.944,T - Mandi Rurala Road,A - Mandi Rurala,Cola-1500 ml,520,561600
06/12/2025,990771.944,T - Mandi Rurala Road,A - Mandi Rurala,Cola-2250 ml,100,88000
06/12/2025,990771.944,T - Mandi Rurala Road,A - Mandi Rurala,Lemon up-1000 ml,165,128700
06/12/2025,990771.944,T - Mandi Rurala Road,A - Mandi Rurala,Lemon up-1500 ml,208,224640
06/12/2025,1550316.499,T - TARU JABA-PABBI,A - Pabbi,Cola-1000 ml,1176,917280
06/12/2025,1550316.499,T - TARU JABA-PABBI,A - Pabbi,Cola-1500 ml,201,217080
06/12/2025,1550316.499,T - TARU JABA-PABBI,A - Pabbi,Cola-2250 ml,112,98560
06/12/2025,1550316.499,T - TARU JABA-PABBI,A - Pabbi,Lemon up-1000 ml,1008,786240
06/12/2025,1550316.499,T - TARU JABA-PABBI,A - Pabbi,Twister-2250 ml,140,123200
06/12/2025,1550316.499,T - TARU JABA-PABBI,A - Pabbi,Cola-1500 ml,7,7560
06/12/2025,1296211.017,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Cola-300 ml,298.421,214863.12
06/12/2025,1296211.017,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Lemon up-300 ml,744,535680
06/12/2025,1296211.017,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Lemon up-1500 ml,312,336960
06/12/2025,1296211.017,T - Liaqat Colony (Sgd),A - Qainchi Moor (Sgd),Cola-300 ml,941.579,677936.88
06/12/2025,738100,T - KHUSHAB CITY,A - Kushab,Cola-2250 ml,1000,880000
06/12/2025,738100,T - KHUSHAB CITY,A - Kushab,Lemon up-2250 ml,100,88000
06/12/2025,805200,T - KHUSHAB CITY,A - Kushab,Cola-2250 ml,1200,1056000
06/12/2025,947994.92,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1000 ml,990,772200
06/12/2025,947994.92,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1500 ml,208,224640
06/12/2025,947994.92,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-2250 ml,250,220000
06/12/2025,947994.92,T - Chaudry Colony (Jhang),A - Jhang-Ii,Lemon up-1500 ml,104,112320
05/12/2025,1065926.217,T - Satyana Bangla,A - Satyana Bangla,Cola-300 ml,496,357120
05/12/2025,1065926.217,T - Satyana Bangla,A - Satyana Bangla,Cola-1500 ml,832,898560
05/12/2025,1065926.217,T - Satyana Bangla,A - Satyana Bangla,Lemon up-300 ml,248,178560
05/12/2025,1065926.217,T - Satyana Bangla,A - Satyana Bangla,Lemon up-1500 ml,104,112320
05/12/2025,1030994.8,T - Ferozwatawan,A - Manawala,Cola-1000 ml,840,655200
05/12/2025,1030994.8,T - Ferozwatawan,A - Manawala,Cola-1500 ml,208,224640
05/12/2025,1030994.8,T - Ferozwatawan,A - Manawala,Cola-2250 ml,500,440000
05/12/2025,1030994.8,T - Ferozwatawan,A - Manawala,Lemon up-1500 ml,104,112320
05/12/2025,1301439.787,T - KHAWAJA GANJ BAZAR,A - Mardan,Cola-1000 ml,504,393120
05/12/2025,1301439.787,T - KHAWAJA GANJ BAZAR,A - Mardan,Cola-1500 ml,416,449280
05/12/2025,1301439.787,T - KHAWAJA GANJ BAZAR,A - Mardan,Twister-1500 ml,1020,1101600
04/12/2025,807572.988,T - Kanjwani,A - Tandliian Wala,Juices-Mauj Mango-500 ml,154,147840
04/12/2025,807572.988,T - Kanjwani,A - Tandliian Wala,Cola-1500 ml,208,224640
04/12/2025,807572.988,T - Kanjwani,A - Tandliian Wala,Cola-2250 ml,250,220000
04/12/2025,807572.988,T - Kanjwani,A - Tandliian Wala,Lemon up-300 ml,248,178560
04/12/2025,807572.988,T - Kanjwani,A - Tandliian Wala,Lemon up-1000 ml,59.339,46284.42
04/12/2025,807572.988,T - Kanjwani,A - Tandliian Wala,Lemon up-1500 ml,208,224640
04/12/2025,807572.988,T - Kanjwani,A - Tandliian Wala,Lemon up-1000 ml,108.661,84755.58
04/12/2025,774918.911,T - Amin Pur Bangla,A - Amin Pur Bangla,Juices-Mauj Mango-500 ml,154,147840
04/12/2025,774918.911,T - Amin Pur Bangla,A - Amin Pur Bangla,Cola-1000 ml,495,386100
04/12/2025,774918.911,T - Amin Pur Bangla,A - Amin Pur Bangla,Cola-1500 ml,204,220320
04/12/2025,774918.911,T - Amin Pur Bangla,A - Amin Pur Bangla,Cola-2250 ml,250,220000
04/12/2025,774918.911,T - Amin Pur Bangla,A - Amin Pur Bangla,Twister-2250 ml,100,88000
04/12/2025,771650,T - PANSARA,A - Painsra,Cola-2250 ml,1050,924000
04/12/2025,771650,T - PANSARA,A - Painsra,Lemon up-2250 ml,100,88000
04/12/2025,1341102.67,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Cola-300 ml,1160,835200
04/12/2025,1341102.67,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Lemon up-300 ml,73,52560
04/12/2025,1341102.67,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Cola-1000 ml,336,262080
04/12/2025,1341102.67,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Lemon up-1000 ml,168,131040
04/12/2025,1341102.67,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Cola-1500 ml,100,108000
04/12/2025,1341102.67,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Lemon up-1500 ml,148,159840
04/12/2025,1341102.67,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Cola-2250 ml,112,98560
04/12/2025,1341102.67,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Lemon up-300 ml,175,126000
04/12/2025,1341102.67,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Lemon up-1500 ml,60,64800
04/12/2025,2315584.81,T - Bhakkar City,A - Bhakkar,Cola-300 ml,496,357120
04/12/2025,2315584.81,T - Bhakkar City,A - Bhakkar,Cola-500 ml,144,138240
04/12/2025,2315584.81,T - Bhakkar City,A - Bhakkar,Cola-1000 ml,2688,2096640
04/12/2025,2315584.81,T - Bhakkar City,A - Bhakkar,Cola-1500 ml,312,336960
04/12/2025,2315584.81,T - Bhakkar City,A - Bhakkar,Cola-2250 ml,300,264000
04/12/2025,1277929.17,T - Batgram,A - Besham,Twister-1500 ml,1733.503,1872183.24
04/12/2025,1277929.17,T - Batgram,A - Besham,Twister-1500 ml,71.497,77216.76
04/12/2025,846082.886,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-1000 ml,168,131040
04/12/2025,846082.886,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-1500 ml,104,112320
04/12/2025,846082.886,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-2250 ml,500,440000
04/12/2025,846082.886,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-1500 ml,104,112320
04/12/2025,846082.886,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-2250 ml,400,352000
04/12/2025,2278083.226,T - MARDAN CANTT-2,A - Mardan,Cola-1000 ml,1888,1472640
04/12/2025,2278083.226,T - MARDAN CANTT-2,A - Mardan,Twister-1000 ml,794,619320
04/12/2025,2278083.226,T - MARDAN CANTT-2,A - Mardan,Cola-1000 ml,1136,886080
04/12/2025,2278083.226,T - MARDAN CANTT-2,A - Mardan,Twister-1000 ml,206,160680
04/12/2025,2278083.226,T - MARDAN CANTT-2,A - Mardan,Twister-1000 ml,8,6240
03/12/2025,1146950.28,T - Wah Cantt,A - Wah Cantt,Cola-1500 ml,1100,1188000
03/12/2025,1146950.28,T - Wah Cantt,A - Wah Cantt,Lemon up-1500 ml,520,561600
03/12/2025,689021.383,T - Nawan Lahore,A - Painsra,Cola-300 ml,248,178560
03/12/2025,689021.383,T - Nawan Lahore,A - Painsra,Cola-1000 ml,495,386100
03/12/2025,689021.383,T - Nawan Lahore,A - Painsra,Cola-1500 ml,104,112320
03/12/2025,689021.383,T - Nawan Lahore,A - Painsra,Cola-2250 ml,300,264000
03/12/2025,259633.132,T - Nawan Lahore,A - Painsra,Cola-2250 ml,148,130240
03/12/2025,259633.132,T - Nawan Lahore,A - Painsra,Twister-1000 ml,165,128700
03/12/2025,259633.132,T - Nawan Lahore,A - Painsra,Twister-2250 ml,100,88000
03/12/2025,949919.451,T - Manzoor Town (Toba),A - Tobba Tak Singh,Cola-300 ml,496,357120
03/12/2025,949919.451,T - Manzoor Town (Toba),A - Tobba Tak Singh,Cola-1500 ml,312,336960
03/12/2025,949919.451,T - Manzoor Town (Toba),A - Tobba Tak Singh,Lemon up-1500 ml,650,702000
03/12/2025,815123.324,T - Kahuta,A - Rawat,Cola-300 ml,120,86400
03/12/2025,815123.324,T - Kahuta,A - Rawat,Cola-1000 ml,165,128700
03/12/2025,815123.324,T - Kahuta,A - Rawat,Cola-1500 ml,208,224640
03/12/2025,815123.324,T - Kahuta,A - Rawat,Cola-2250 ml,112,98560
03/12/2025,815123.324,T - Kahuta,A - Rawat,Lemon up-300 ml,50,36000
03/12/2025,815123.324,T - Kahuta,A - Rawat,Lemon up-1000 ml,165,128700
03/12/2025,815123.324,T - Kahuta,A - Rawat,Lemon up-1500 ml,208,224640
03/12/2025,815123.324,T - Kahuta,A - Rawat,Twister-1000 ml,165,128700
03/12/2025,815123.324,T - Kahuta,A - Rawat,Twister-1500 ml,104,112320
03/12/2025,225456.001,T - Kahuta,A - Rawat,Cola-2250 ml,112,98560
03/12/2025,225456.001,T - Kahuta,A - Rawat,Lemon up-2250 ml,112,98560
03/12/2025,225456.001,T - Kahuta,A - Rawat,Twister-2250 ml,112,98560
03/12/2025,1043912.506,T - Mandi Rurala Road,A - Mandi Rurala,Cola-300 ml,248,178560
03/12/2025,1043912.506,T - Mandi Rurala Road,A - Mandi Rurala,Cola-500 ml,144,138240
03/12/2025,1043912.506,T - Mandi Rurala Road,A - Mandi Rurala,Cola-1000 ml,875,682500
03/12/2025,1043912.506,T - Mandi Rurala Road,A - Mandi Rurala,Cola-1500 ml,104,112320
03/12/2025,1043912.506,T - Mandi Rurala Road,A - Mandi Rurala,Cola-2250 ml,100,88000
03/12/2025,1043912.506,T - Mandi Rurala Road,A - Mandi Rurala,Lemon up-1000 ml,168,131040
03/12/2025,1043912.506,T - Mandi Rurala Road,A - Mandi Rurala,Lemon up-1500 ml,104,112320
03/12/2025,982100.519,T - Manawala,A - Manawala,Cola-300 ml,248,178560
03/12/2025,982100.519,T - Manawala,A - Manawala,Cola-1000 ml,336,262080
03/12/2025,982100.519,T - Manawala,A - Manawala,Cola-1500 ml,312,336960
03/12/2025,982100.519,T - Manawala,A - Manawala,Cola-2250 ml,200,176000
03/12/2025,982100.519,T - Manawala,A - Manawala,Lemon up-1000 ml,168,131040
03/12/2025,982100.519,T - Manawala,A - Manawala,Lemon up-1500 ml,104,112320
03/12/2025,982100.519,T - Manawala,A - Manawala,Lemon up-2250 ml,100,88000
03/12/2025,982100.519,T - Manawala,A - Manawala,Twister-2250 ml,100,88000
03/12/2025,767523.155,T - Shah Kot,A - Khurrianwala,Cola-1000 ml,336,262080
03/12/2025,767523.155,T - Shah Kot,A - Khurrianwala,Cola-1500 ml,208,224640
03/12/2025,767523.155,T - Shah Kot,A - Khurrianwala,Cola-2250 ml,300,264000
03/12/2025,767523.155,T - Shah Kot,A - Khurrianwala,Twister-1000 ml,168,131040
03/12/2025,767523.155,T - Shah Kot,A - Khurrianwala,Twister-2250 ml,200,176000
01/12/2025,1044121.478,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Lemon up-1000 ml,1848,1441440
03/12/2025,1038379.3,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Juices-Mauj Mango-1000 ml,140,126000
03/12/2025,1038379.3,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Lemon up-2250 ml,1400,1232000
01/12/2025,1233961.747,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1000 ml,678,528840
01/12/2025,1233961.747,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1000 ml,1506,1174680
02/12/2025,883576.512,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1500 ml,45,48600
02/12/2025,883576.512,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1500 ml,1203,1299240
03/12/2025,883576.512,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Lemon up-1500 ml,1248,1347840
03/12/2025,805200,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-2250 ml,1200,1056000
03/12/2025,662682.384,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Lemon up-1500 ml,936,1010880
01/12/2025,883576.512,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1500 ml,150,162000
01/12/2025,883576.512,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1500 ml,1040,1123200
01/12/2025,883576.512,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1500 ml,58,62640
03/12/2025,1088560.447,T - Sahiwal (Sargodha),A - Sillanwali,Cola-300 ml,90.421,65103.12
03/12/2025,1088560.447,T - Sahiwal (Sargodha),A - Sillanwali,Cola-1000 ml,165,128700
03/12/2025,1088560.447,T - Sahiwal (Sargodha),A - Sillanwali,Cola-1500 ml,416,449280
03/12/2025,1088560.447,T - Sahiwal (Sargodha),A - Sillanwali,Lemon up-1500 ml,38,41040
03/12/2025,1088560.447,T - Sahiwal (Sargodha),A - Sillanwali,Cola-300 ml,157.579,113456.88
03/12/2025,1088560.447,T - Sahiwal (Sargodha),A - Sillanwali,Lemon up-1500 ml,762,822960
02/12/2025,1011122.976,T - Dijkot,A - Dijkot,Juices-Mauj Mango-500 ml,308,295680
02/12/2025,1011122.976,T - Dijkot,A - Dijkot,Cola-2250 ml,600,528000
02/12/2025,1011122.976,T - Dijkot,A - Dijkot,Lemon up-300 ml,248,178560
02/12/2025,1011122.976,T - Dijkot,A - Dijkot,Lemon up-1000 ml,168,131040
02/12/2025,1011122.976,T - Dijkot,A - Dijkot,Lemon up-1500 ml,208,224640
02/12/2025,671000,T - Shah Kot,A - Khurrianwala,Cola-2250 ml,1000,880000
02/12/2025,1050028.646,T - MACCOWANA,A - Maccowana,Cola-300 ml,496,357120
02/12/2025,1050028.646,T - MACCOWANA,A - Maccowana,Cola-500 ml,288,276480
02/12/2025,1050028.646,T - MACCOWANA,A - Maccowana,Cola-1000 ml,1008,786240
02/12/2025,1011836.851,T - Satyana Bangla,A - Satyana Bangla,Juices-Mauj Mango-500 ml,770,739200
02/12/2025,1011836.851,T - Satyana Bangla,A - Satyana Bangla,Lemon up-1000 ml,336,262080
02/12/2025,1011836.851,T - Satyana Bangla,A - Satyana Bangla,Lemon up-1500 ml,208,224640
02/12/2025,1011836.851,T - Satyana Bangla,A - Satyana Bangla,Cola-1000 ml,168,131040
02/12/2025,837920.806,T - MACCOWANA,A - Maccowana,Cola-1000 ml,1008,786240
02/12/2025,837920.806,T - MACCOWANA,A - Maccowana,Cola-2250 ml,400,352000
02/12/2025,921500.352,T - MACCOWANA,A - Maccowana,Juices-Mauj Mango-500 ml,154,147840
02/12/2025,921500.352,T - MACCOWANA,A - Maccowana,Cola-300 ml,248,178560
02/12/2025,921500.352,T - MACCOWANA,A - Maccowana,Lemon up-1000 ml,168,131040
02/12/2025,921500.352,T - MACCOWANA,A - Maccowana,Cola-1500 ml,520,561600
02/12/2025,921500.352,T - MACCOWANA,A - Maccowana,Lemon up-300 ml,248,178560
02/12/2025,921500.352,T - MACCOWANA,A - Maccowana,Lemon up-1500 ml,104,112320
02/12/2025,1111890.211,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Juices-Mauj Mango-500 ml,154,147840
02/12/2025,1111890.211,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Cola-300 ml,248,178560
02/12/2025,1111890.211,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Cola-500 ml,288,276480
02/12/2025,1111890.211,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Cola-1500 ml,416,449280
02/12/2025,1111890.211,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Lemon up-300 ml,248,178560
02/12/2025,1111890.211,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Lemon up-1500 ml,312,336960
02/12/2025,973692.72,T - Tala Gang,A - Tala Gang,Cola-300 ml,300,216000
02/12/2025,973692.72,T - Tala Gang,A - Tala Gang,Cola-1000 ml,300,234000
02/12/2025,973692.72,T - Tala Gang,A - Tala Gang,Lemon up-300 ml,300,216000
02/12/2025,973692.72,T - Tala Gang,A - Tala Gang,Lemon up-1500 ml,200,216000
02/12/2025,973692.72,T - Tala Gang,A - Tala Gang,Twister-300 ml,100,72000
02/12/2025,973692.72,T - Tala Gang,A - Tala Gang,Cola-1500 ml,133,143640
02/12/2025,973692.72,T - Tala Gang,A - Tala Gang,Cola-1500 ml,267,288360
02/12/2025,144936.001,T - Tala Gang,A - Tala Gang,Twister-2250 ml,216,190080
02/12/2025,778574.611,T - Dhudial,A - Chakwal,Cola-300 ml,248,178560
02/12/2025,778574.611,T - Dhudial,A - Chakwal,Cola-2250 ml,400,352000
02/12/2025,778574.611,T - Dhudial,A - Chakwal,Twister-2250 ml,560,492800
01/12/2025,1148462.359,T - Attock,A - Attock,Cola-1500 ml,312,336960
01/12/2025,1148462.359,T - Attock,A - Attock,Cola-2250 ml,440,387200
01/12/2025,1148462.359,T - Attock,A - Attock,Lemon up-1500 ml,520,561600
01/12/2025,1148462.359,T - Attock,A - Attock,Lemon up-2250 ml,300,264000
01/12/2025,1148462.359,T - Attock,A - Attock,Cola-300 ml,116,83520
01/12/2025,181170,T - Gujjar Khan,A - Gujjar Khan,Twister-2250 ml,270,237600
01/12/2025,738100,T - Gujjar Khan,A - Gujjar Khan,Cola-2250 ml,900,792000
01/12/2025,738100,T - Gujjar Khan,A - Gujjar Khan,Lemon up-2250 ml,200,176000
01/12/2025,848015.117,T - Phularwan,A - Bheera,Cola-1500 ml,312,336960
01/12/2025,848015.117,T - Phularwan,A - Bheera,Cola-2250 ml,300,264000
01/12/2025,848015.117,T - Phularwan,A - Bheera,Lemon up-300 ml,248,178560
01/12/2025,848015.117,T - Phularwan,A - Bheera,Lemon up-1500 ml,312,336960
01/12/2025,848015.117,T - Phularwan,A - Bheera,Water-1500 ml,50,27000
01/12/2025,848015.117,T - Phularwan,A - Bheera,Water-1500 ml,158,85320
01/12/2025,990020.304,T - Shah Kot,A - Khurrianwala,Cola-1000 ml,840,655200
01/12/2025,990020.304,T - Shah Kot,A - Khurrianwala,Cola-1500 ml,341,368280
01/12/2025,990020.304,T - Shah Kot,A - Khurrianwala,Cola-1500 ml,387,417960
01/12/2025,637450,T - Shah Kot,A - Khurrianwala,Cola-2250 ml,950,836000
01/12/2025,1083401.344,T - Jaranwala,A - Jaranwala-I,Cola-1000 ml,1680,1310400
01/12/2025,1083401.344,T - Jaranwala,A - Jaranwala-I,Cola-2250 ml,200,176000
01/12/2025,1990541.153,T - Darya Khan,A - Bhakkar-I,Cola-300 ml,496,357120
01/12/2025,1990541.153,T - Darya Khan,A - Bhakkar-I,Cola-1000 ml,504,393120
01/12/2025,1990541.153,T - Darya Khan,A - Bhakkar-I,Cola-1500 ml,728,786240
01/12/2025,1990541.153,T - Darya Khan,A - Bhakkar-I,Cola-2250 ml,100,88000
01/12/2025,1990541.153,T - Darya Khan,A - Bhakkar-I,Lemon up-300 ml,248,178560
01/12/2025,1990541.153,T - Darya Khan,A - Bhakkar-I,Lemon up-1000 ml,504,393120
01/12/2025,1990541.153,T - Darya Khan,A - Bhakkar-I,Lemon up-1500 ml,520,561600
01/12/2025,1990541.153,T - Darya Khan,A - Bhakkar-I,Lemon up-2250 ml,100,88000
01/12/2025,11300.016,T - Main Market (Smd),A - Dijkot,Twister-1000 ml,20,15600
01/12/2025,990828.747,T - Main Market (Smd),A - Dijkot,Cola-300 ml,248,178560
01/12/2025,990828.747,T - Main Market (Smd),A - Dijkot,Cola-1000 ml,495,386100
01/12/2025,990828.747,T - Main Market (Smd),A - Dijkot,Cola-1500 ml,312,336960
01/12/2025,990828.747,T - Main Market (Smd),A - Dijkot,Cola-2250 ml,330,290400
