Date,Grand Total,Territory,Zone,Item Name,Quantity,Amount
01/12/2025,990828.747,T - Main Market (Smd),A - Dijkot,Lemon up-300 ml,248,178560
01/12/2025,726640.269,T - Shah Kot,A - Khurrianwala,Cola-1000 ml,336,262080
01/12/2025,726640.269,T - Shah Kot,A - Khurrianwala,Cola-2250 ml,800,704000
30/11/2025,931618.256,T - Gujjar Khan,A - Gujjar Khan,Cola-1500 ml,312,336960
30/11/2025,931618.256,T - Gujjar Khan,A - Gujjar Khan,Lemon up-1500 ml,312,336960
30/11/2025,931618.256,T - Gujjar Khan,A - Gujjar Khan,Twister-2250 ml,730,642400
01/12/2025,908254.531,T - Shah Kot,A - Khurrianwala,Cola-1000 ml,336,262080
01/12/2025,908254.531,T - Shah Kot,A - Khurrianwala,Cola-1500 ml,208,224640
01/12/2025,908254.531,T - Shah Kot,A - Khurrianwala,Lemon up-2250 ml,100,88000
01/12/2025,908254.531,T - Shah Kot,A - Khurrianwala,Twister-1000 ml,168,131040
01/12/2025,908254.531,T - Shah Kot,A - Khurrianwala,Twister-1500 ml,104,112320
01/12/2025,908254.531,T - Shah Kot,A - Khurrianwala,Twister-2250 ml,500,440000
01/12/2025,1038981.206,T - Syed Wala,A - Bucheki,Cola-500 ml,288,276480
01/12/2025,1038981.206,T - Syed Wala,A - Bucheki,Cola-1000 ml,495,386100
01/12/2025,1038981.206,T - Syed Wala,A - Bucheki,Cola-1500 ml,104,112320
01/12/2025,1038981.206,T - Syed Wala,A - Bucheki,Cola-2250 ml,200,176000
01/12/2025,1038981.206,T - Syed Wala,A - Bucheki,Lemon up-500 ml,144,138240
01/12/2025,1038981.206,T - Syed Wala,A - Bucheki,Lemon up-1000 ml,165,128700
01/12/2025,1038981.206,T - Syed Wala,A - Bucheki,Lemon up-1500 ml,104,112320
01/12/2025,1038981.206,T - Syed Wala,A - Bucheki,Lemon up-2250 ml,100,88000
01/12/2025,1089932.72,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1000 ml,1680,1310400
01/12/2025,1089932.72,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-2250 ml,100,88000
01/12/2025,1089932.72,T - Chaudry Colony (Jhang),A - Jhang-Ii,Lemon up-1500 ml,104,112320
30/11/2025,2259438.199,T - WARSAK ROAD (PSW),A - Peshawar Cantt,Cola-1000 ml,1815,1415700
30/11/2025,2259438.199,T - WARSAK ROAD (PSW),A - Peshawar Cantt,Lemon up-1000 ml,2184,1703520
01/12/2025,898640.115,T - JARANWALA BASE,A - Jaranwala-I,Cola-300 ml,248,178560
01/12/2025,898640.115,T - JARANWALA BASE,A - Jaranwala-I,Cola-1500 ml,416,449280
01/12/2025,898640.115,T - JARANWALA BASE,A - Jaranwala-I,Cola-2250 ml,700,616000
01/12/2025,591407.067,T - MIR PUR,A - Mir Pur,Juices-Mauj Mango-500 ml,154,147840
01/12/2025,591407.067,T - MIR PUR,A - Mir Pur,Cola-300 ml,130,93600
01/12/2025,591407.067,T - MIR PUR,A - Mir Pur,Cola-1500 ml,312,336960
01/12/2025,591407.067,T - MIR PUR,A - Mir Pur,Lemon up-300 ml,80,57600
01/12/2025,591407.067,T - MIR PUR,A - Mir Pur,Twister-1500 ml,104,112320
01/12/2025,591407.067,T - MIR PUR,A - Mir Pur,Twister-2250 ml,100,88000
01/12/2025,12035.898,T - MIR PUR,A - Mir Pur,Cola-1500 ml,17,18360
30/11/2025,1615902.288,T - SHEIKH MALTOON TOWN,A - Mardan-II,Cola-1000 ml,2860,2230800
01/12/2025,1612975.334,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-300 ml,1736,1249920
01/12/2025,1612975.334,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Lemon up-300 ml,1240,892800
30/11/2025,1467264.708,T - Swabi City,A - Swabi,Twister-1500 ml,382.503,413103.24
30/11/2025,1467264.708,T - Swabi City,A - Swabi,Twister-1000 ml,1533,1195740
30/11/2025,1467264.708,T - Swabi City,A - Swabi,Twister-1000 ml,282,219960
30/11/2025,1467264.708,T - Swabi City,A - Swabi,Twister-1500 ml,241.497,260816.76
30/11/2025,1550227.1,T - SHEIKH MALTOON TOWN,A - Mardan-II,Cola-1000 ml,440,343200
30/11/2025,1550227.1,T - SHEIKH MALTOON TOWN,A - Mardan-II,Cola-2250 ml,100,88000
30/11/2025,1550227.1,T - SHEIKH MALTOON TOWN,A - Mardan-II,Lemon up-1000 ml,330,257400
30/11/2025,1550227.1,T - SHEIKH MALTOON TOWN,A - Mardan-II,Twister-1000 ml,700,546000
30/11/2025,1550227.1,T - SHEIKH MALTOON TOWN,A - Mardan-II,Twister-1000 ml,1155,900900
30/11/2025,1544154.08,T - SHEIKH MALTOON TOWN,A - Mardan-II,Twister-1000 ml,2600,2028000
30/11/2025,1544154.08,T - SHEIKH MALTOON TOWN,A - Mardan-II,Twister-2250 ml,112,98560
30/11/2025,2278083.226,T - WARSAK ROAD (PSW),A - Peshawar Cantt,Lemon up-1000 ml,4032,3144960
30/11/2025,1254497.8,T - Kabal (Sawat),A - Sawat,Twister-1000 ml,1000,780000
30/11/2025,1254497.8,T - Kabal (Sawat),A - Sawat,Twister-1500 ml,298.503,322383.24
30/11/2025,1254497.8,T - Kabal (Sawat),A - Sawat,Twister-2250 ml,500,440000
30/11/2025,1254497.8,T - Kabal (Sawat),A - Sawat,Twister-1500 ml,201.497,217616.76
30/11/2025,1185705.136,T - Topi,A - Swabi,Twister-1500 ml,1046.503,1130223.24
30/11/2025,1185705.136,T - Topi,A - Swabi,Twister-2250 ml,560,492800
30/11/2025,1185705.136,T - Topi,A - Swabi,Twister-1500 ml,97.497,105296.76
30/11/2025,1061991,T - Jahangira,A - Jahangira,Twister-1500 ml,1500,1620000
30/11/2025,70799.4,T - Jahangira,A - Jahangira,Twister-1500 ml,100,108000
30/11/2025,1218030.566,T - Jhang Road Gojra,A - Gojra,Cola-300 ml,496,357120
30/11/2025,1218030.566,T - Jhang Road Gojra,A - Gojra,Cola-1000 ml,1680,1310400
30/11/2025,741512.25,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-2250 ml,1000,880000
30/11/2025,741512.25,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Water-1500 ml,208,112320
30/11/2025,872514.611,T - Jhang Road Gojra,A - Gojra,Cola-300 ml,248,178560
30/11/2025,872514.611,T - Jhang Road Gojra,A - Gojra,Cola-2250 ml,1100,968000
30/11/2025,537202.843,T - Abbotabad,A - Abbotabad,Water-600 ml,160,96000
30/11/2025,537202.843,T - Abbotabad,A - Abbotabad,Water-1500 ml,406.5,219510
30/11/2025,537202.843,T - Abbotabad,A - Abbotabad,Water-600 ml,416,249600
30/11/2025,537202.843,T - Abbotabad,A - Abbotabad,Water-1500 ml,549.5,296730
30/11/2025,686260.548,T - Abbotabad,A - Abbotabad,Cola-300 ml,992,714240
30/11/2025,686260.548,T - Abbotabad,A - Abbotabad,Cola-1000 ml,130,101400
30/11/2025,686260.548,T - Abbotabad,A - Abbotabad,Cola-2250 ml,112,98560
30/11/2025,2237403.168,T - WARSAK ROAD (PSW),A - Peshawar Cantt,Cola-1000 ml,3960,3088800
30/11/2025,1187713.677,T - Bhagtanwala,A - Bhagtanwala,Juices-Mauj Mango-500 ml,133.44,128102.4
30/11/2025,1187713.677,T - Bhagtanwala,A - Bhagtanwala,Cola-1000 ml,1155,900900
30/11/2025,1187713.677,T - Bhagtanwala,A - Bhagtanwala,Lemon up-300 ml,248,178560
30/11/2025,1187713.677,T - Bhagtanwala,A - Bhagtanwala,Lemon up-1000 ml,504,393120
30/11/2025,1187713.677,T - Bhagtanwala,A - Bhagtanwala,Juices-Mauj Mango-500 ml,20.56,19737.6
30/11/2025,340018.006,T - Jhang,A - Jhang-I,Cola-1000 ml,165,128700
30/11/2025,340018.006,T - Jhang,A - Jhang-I,Water-1500 ml,226.5,122310
30/11/2025,340018.006,T - Jhang,A - Jhang-I,Water-1500 ml,501.5,270810
30/11/2025,268400,T - Jhang,A - Jhang-I,Cola-2250 ml,400,352000
30/11/2025,1926652.728,T - SHERPAO-TANGI,A - Shabqadar,Twister-1000 ml,3318,2588040
30/11/2025,1926652.728,T - SHERPAO-TANGI,A - Shabqadar,Twister-1000 ml,92,71760
30/11/2025,21239.82,T - SHERPAO-TANGI,A - Shabqadar,Twister-1500 ml,30,32400
30/11/2025,678000.96,T - Butkhela,A - Timar Garha,Cola-1000 ml,330,257400
30/11/2025,678000.96,T - Butkhela,A - Timar Garha,Twister-1000 ml,870,678600
30/11/2025,664249.16,T - UPPER DIR-WARHI,A - Timar Garha,Twister-1000 ml,450,351000
30/11/2025,664249.16,T - UPPER DIR-WARHI,A - Timar Garha,Twister-1500 ml,200,216000
30/11/2025,664249.16,T - UPPER DIR-WARHI,A - Timar Garha,Twister-2250 ml,400,352000
30/11/2025,175761.144,T - Joharabad,A - Joharabad,Water-1500 ml,520,280800
30/11/2025,636966.439,T - Joharabad,A - Joharabad,Cola-1000 ml,495,386100
30/11/2025,636966.439,T - Joharabad,A - Joharabad,Cola-1500 ml,104,112320
30/11/2025,636966.439,T - Joharabad,A - Joharabad,Lemon up-1000 ml,504,393120
30/11/2025,1158366.557,T - Jhang Road Gojra,A - Gojra,Lemon up-300 ml,7,5040
30/11/2025,1158366.557,T - Jhang Road Gojra,A - Gojra,Lemon up-1000 ml,1512,1179360
30/11/2025,1158366.557,T - Jhang Road Gojra,A - Gojra,Water-1500 ml,104,56160
30/11/2025,1158366.557,T - Jhang Road Gojra,A - Gojra,Lemon up-300 ml,489,352080
30/11/2025,2352663.331,T - University Road (Pwr),A - Peshawar-Ii,Cola-1000 ml,1980,1544400
30/11/2025,2352663.331,T - University Road (Pwr),A - Peshawar-Ii,Lemon up-1000 ml,2184,1703520
30/11/2025,840364.144,T - Sukheki Mandi,A - Pindi Bhatian,Cola-1000 ml,165,128700
30/11/2025,840364.144,T - Sukheki Mandi,A - Pindi Bhatian,Cola-1500 ml,104,112320
30/11/2025,840364.144,T - Sukheki Mandi,A - Pindi Bhatian,Cola-2250 ml,500,440000
30/11/2025,840364.144,T - Sukheki Mandi,A - Pindi Bhatian,Lemon up-1000 ml,168,131040
30/11/2025,840364.144,T - Sukheki Mandi,A - Pindi Bhatian,Lemon up-1500 ml,104,112320
30/11/2025,840364.144,T - Sukheki Mandi,A - Pindi Bhatian,Lemon up-2250 ml,100,88000
30/11/2025,840364.144,T - Sukheki Mandi,A - Pindi Bhatian,Twister-2250 ml,100,88000
30/11/2025,840364.144,T - Sukheki Mandi,A - Pindi Bhatian,Water-1500 ml,104,56160
26/11/2025,134200,T - Jhang,A - Jhang-I,Cola-2250 ml,200,176000
25/11/2025,268400,T - Jhang,A - Jhang-I,Cola-2250 ml,400,352000
25/11/2025,134200,T - Jhang,A - Jhang-I,Cola-2250 ml,200,176000
30/11/2025,1101109.796,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Cola-300 ml,248,178560
30/11/2025,1101109.796,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Cola-1000 ml,1320,1029600
30/11/2025,1101109.796,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Cola-1500 ml,104,112320
30/11/2025,1101109.796,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Lemon up-1500 ml,208,224640
30/11/2025,1672281.084,T - SHERPAO-TANGI,A - Shabqadar,Cola-1000 ml,330,257400
30/11/2025,1672281.084,T - SHERPAO-TANGI,A - Shabqadar,Twister-1500 ml,1530,1652400
30/11/2025,1672281.084,T - SHERPAO-TANGI,A - Shabqadar,Twister-2250 ml,600,528000
30/11/2025,1118701.584,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Cola-1000 ml,1040,811200
30/11/2025,1118701.584,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Lemon up-1000 ml,330,257400
30/11/2025,1118701.584,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Cola-1000 ml,610,475800
30/11/2025,1077798.892,T - Lalian,A - Lalian,Cola-300 ml,248,178560
30/11/2025,1077798.892,T - Lalian,A - Lalian,Cola-1000 ml,660,514800
30/11/2025,1077798.892,T - Lalian,A - Lalian,Cola-1500 ml,104,112320
30/11/2025,1077798.892,T - Lalian,A - Lalian,Cola-2250 ml,100,88000
30/11/2025,1077798.892,T - Lalian,A - Lalian,Lemon up-300 ml,248,178560
30/11/2025,1077798.892,T - Lalian,A - Lalian,Lemon up-1000 ml,330,257400
30/11/2025,1077798.892,T - Lalian,A - Lalian,Lemon up-1500 ml,104,112320
30/11/2025,1077798.892,T - Lalian,A - Lalian,Water-1500 ml,104,56160
29/11/2025,1010861.748,T - Kabal (Sawat),A - Sawat,Twister-1000 ml,495,386100
29/11/2025,1010861.748,T - Kabal (Sawat),A - Sawat,Tin-Lemon up-250 ml,100,120000
29/11/2025,1010861.748,T - Kabal (Sawat),A - Sawat,Water-1500 ml,359.5,194130
29/11/2025,1010861.748,T - Kabal (Sawat),A - Sawat,Twister-1500 ml,416,449280
29/11/2025,1010861.748,T - Kabal (Sawat),A - Sawat,Water-1500 ml,680.5,367470
29/11/2025,944604.109,T - Rawat,A - Rawat,Juices-Mauj Mango-500 ml,154,147840
29/11/2025,944604.109,T - Rawat,A - Rawat,Cola-500 ml,288,276480
29/11/2025,944604.109,T - Rawat,A - Rawat,Cola-1500 ml,208,224640
29/11/2025,944604.109,T - Rawat,A - Rawat,Cola-2250 ml,500,440000
29/11/2025,944604.109,T - Rawat,A - Rawat,Twister-2250 ml,200,176000
29/11/2025,134200,T - Rawat,A - Rawat,Cola-2250 ml,200,176000
29/11/2025,1159891.063,T - PANSARA,A - Painsra,Cola-300 ml,248,178560
29/11/2025,1159891.063,T - PANSARA,A - Painsra,Cola-1000 ml,1815,1415700
29/11/2025,729781.64,T - Shah Kot,A - Khurrianwala,Cola-1000 ml,330,257400
29/11/2025,729781.64,T - Shah Kot,A - Khurrianwala,Cola-1500 ml,104,112320
29/11/2025,729781.64,T - Shah Kot,A - Khurrianwala,Cola-2250 ml,700,616000
29/11/2025,805200,T - Shah Pur,A - Shah Pur,Cola-2250 ml,896,788480
29/11/2025,805200,T - Shah Pur,A - Shah Pur,Lemon up-2250 ml,304,267520
29/11/2025,811731.376,T - Farooqabad,A - Farooqabad,Cola-2250 ml,600,528000
29/11/2025,811731.376,T - Farooqabad,A - Farooqabad,Twister-1500 ml,104,112320
29/11/2025,811731.376,T - Farooqabad,A - Farooqabad,Twister-2250 ml,500,440000
29/11/2025,1017344.907,T - CHINIOT-II,A - Chiniot,Juices-Mauj Mango-500 ml,154,147840
29/11/2025,1017344.907,T - CHINIOT-II,A - Chiniot,Cola-1000 ml,990,772200
29/11/2025,1017344.907,T - CHINIOT-II,A - Chiniot,Cola-2250 ml,400,352000
29/11/2025,1017344.907,T - CHINIOT-II,A - Chiniot,Lemon up-1500 ml,104,112320
29/11/2025,831325.132,T - Farooqabad,A - Farooqabad,Cola-2250 ml,600,528000
29/11/2025,831325.132,T - Farooqabad,A - Farooqabad,Twister-1000 ml,165,128700
29/11/2025,831325.132,T - Farooqabad,A - Farooqabad,Twister-2250 ml,500,440000
29/11/2025,866419.539,T - Sillanwali,A - Sillanwali,Cola-1000 ml,825,643500
29/11/2025,866419.539,T - Sillanwali,A - Sillanwali,Lemon up-1500 ml,416,449280
29/11/2025,866419.539,T - Sillanwali,A - Sillanwali,Water-1500 ml,312,168480
29/11/2025,2343379.816,T - Nowshera,A - Kushab,Cola-1000 ml,990,772200
29/11/2025,2343379.816,T - Nowshera,A - Kushab,Lemon up-1000 ml,330,257400
29/11/2025,2343379.816,T - Nowshera,A - Kushab,Twister-300 ml,248,178560
29/11/2025,2343379.816,T - Nowshera,A - Kushab,Twister-1000 ml,414,322920
29/11/2025,2343379.816,T - Nowshera,A - Kushab,Twister-1500 ml,312,336960
29/11/2025,2343379.816,T - Nowshera,A - Kushab,Cola-300 ml,300,216000
29/11/2025,2343379.816,T - Nowshera,A - Kushab,Cola-300 ml,444,319680
29/11/2025,2343379.816,T - Nowshera,A - Kushab,Twister-1000 ml,1071,835380
29/11/2025,939829.222,T - Bhagtanwala,A - Bhagtanwala,Cola-300 ml,496,357120
29/11/2025,939829.222,T - Bhagtanwala,A - Bhagtanwala,Cola-2250 ml,500,440000
29/11/2025,939829.222,T - Bhagtanwala,A - Bhagtanwala,Twister-2250 ml,500,440000
29/11/2025,901927.468,T - Chak Sawari,A - Mir Pur,Cola-2250 ml,224,197120
29/11/2025,901927.468,T - Chak Sawari,A - Mir Pur,Lemon up-2250 ml,112,98560
29/11/2025,901927.468,T - Chak Sawari,A - Mir Pur,Twister-2250 ml,50,44000
29/11/2025,901927.468,T - Chak Sawari,A - Mir Pur,Juices-Mauj Mango-500 ml,50,48000
29/11/2025,901927.468,T - Chak Sawari,A - Mir Pur,Lemon up-1500 ml,208,224640
29/11/2025,901927.468,T - Chak Sawari,A - Mir Pur,Cola-300 ml,100,72000
29/11/2025,901927.468,T - Chak Sawari,A - Mir Pur,Cola-1000 ml,80,62400
29/11/2025,901927.468,T - Chak Sawari,A - Mir Pur,Lemon up-300 ml,50,36000
29/11/2025,901927.468,T - Chak Sawari,A - Mir Pur,Lemon up-1000 ml,20,15600
29/11/2025,901927.468,T - Chak Sawari,A - Mir Pur,Twister-300 ml,50,36000
29/11/2025,901927.468,T - Chak Sawari,A - Mir Pur,Cola-1500 ml,44,47520
29/11/2025,901927.468,T - Chak Sawari,A - Mir Pur,Cola-1500 ml,370,399600
28/11/2025,1118701.584,T - Sillanwali,A - Sillanwali,Cola-1000 ml,1980,1544400
28/11/2025,775500.9,T - Shah Jewana,A - Jhang-Ii,Cola-1000 ml,330,257400
28/11/2025,775500.9,T - Shah Jewana,A - Jhang-Ii,Cola-1500 ml,416,449280
28/11/2025,775500.9,T - Shah Jewana,A - Jhang-Ii,Cola-2250 ml,300,264000
28/11/2025,775500.9,T - Shah Jewana,A - Jhang-Ii,Lemon up-1000 ml,165,128700
28/11/2025,1393299.749,T - KHAWAJA GANJ BAZAR,A - Mardan,Cola-300 ml,496,357120
28/11/2025,1393299.749,T - KHAWAJA GANJ BAZAR,A - Mardan,Cola-1000 ml,330,257400
28/11/2025,1393299.749,T - KHAWAJA GANJ BAZAR,A - Mardan,Cola-1500 ml,624,673920
28/11/2025,1393299.749,T - KHAWAJA GANJ BAZAR,A - Mardan,Lemon up-1500 ml,52,56160
28/11/2025,1393299.749,T - KHAWAJA GANJ BAZAR,A - Mardan,Twister-1500 ml,290.503,313743.24
28/11/2025,1393299.749,T - KHAWAJA GANJ BAZAR,A - Mardan,Water-1500 ml,52,28080
28/11/2025,1393299.749,T - KHAWAJA GANJ BAZAR,A - Mardan,Twister-1500 ml,333.497,360176.76
28/11/2025,983629.833,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Juices-Mauj Mango-500 ml,154,147840
28/11/2025,983629.833,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Cola-300 ml,496,357120
28/11/2025,983629.833,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Cola-1000 ml,165,128700
28/11/2025,983629.833,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Cola-1500 ml,312,336960
28/11/2025,983629.833,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Cola-2250 ml,112,98560
28/11/2025,983629.833,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Lemon up-300 ml,248,178560
28/11/2025,983629.833,T - Katarian (Rwp),A - Raja Bazar Rawalpindi,Lemon up-2250 ml,112,98560
28/11/2025,172325.244,T - Khana Pul Islamabad,A - Khana Pul,Cola-1000 ml,290,226200
28/11/2025,172325.244,T - Khana Pul Islamabad,A - Khana Pul,Cola-1000 ml,15,11700
28/11/2025,1120396.586,T - SHADAB COLONY (FSD),A - Jhang Road (Fsd),Lemon up-1000 ml,168,131040
28/11/2025,1120396.586,T - SHADAB COLONY (FSD),A - Jhang Road (Fsd),Cola-1000 ml,1140,889200
28/11/2025,1120396.586,T - SHADAB COLONY (FSD),A - Jhang Road (Fsd),Cola-1000 ml,675,526500
28/11/2025,1120396.586,T - SHADAB COLONY (FSD),A - Jhang Road (Fsd),Cola-1000 ml,1815,1415700
28/11/2025,1120396.586,T - SHADAB COLONY (FSD),A - Jhang Road (Fsd),Lemon up-1000 ml,168,131040
28/11/2025,947350.782,T - Bheera,A - Bheera,Cola-300 ml,248,178560
28/11/2025,947350.782,T - Bheera,A - Bheera,Cola-1000 ml,165,128700
28/11/2025,947350.782,T - Bheera,A - Bheera,Cola-1500 ml,520,561600
28/11/2025,947350.782,T - Bheera,A - Bheera,Cola-2250 ml,180.5,158840
28/11/2025,947350.782,T - Bheera,A - Bheera,Lemon up-1500 ml,307,331560
28/11/2025,947350.782,T - Bheera,A - Bheera,Cola-2250 ml,19.5,17160
28/11/2025,1013636.427,T - Gojra More,A - Jhang-I,Cola-1000 ml,1154,900120
28/11/2025,1013636.427,T - Gojra More,A - Jhang-I,Cola-1500 ml,416,449280
28/11/2025,1013636.427,T - Gojra More,A - Jhang-I,Cola-2250 ml,100,88000
28/11/2025,1184246.74,T - TARNOL (ISB),A - Islamabad,Cola-500 ml,200,192000
28/11/2025,1184246.74,T - TARNOL (ISB),A - Islamabad,Cola-1000 ml,500,390000
28/11/2025,1184246.74,T - TARNOL (ISB),A - Islamabad,Cola-2250 ml,400,352000
28/11/2025,1184246.74,T - TARNOL (ISB),A - Islamabad,Lemon up-1500 ml,450,486000
28/11/2025,1184246.74,T - TARNOL (ISB),A - Islamabad,Twister-2250 ml,250,220000
27/11/2025,1186738.973,T - Khana Pul Islamabad,A - Khana Pul,Juices-Mauj Mango-500 ml,120,115200
27/11/2025,1186738.973,T - Khana Pul Islamabad,A - Khana Pul,Cola-300 ml,248,178560
27/11/2025,1186738.973,T - Khana Pul Islamabad,A - Khana Pul,Cola-500 ml,144,138240
27/11/2025,1186738.973,T - Khana Pul Islamabad,A - Khana Pul,Cola-1000 ml,520,405600
27/11/2025,1186738.973,T - Khana Pul Islamabad,A - Khana Pul,Cola-2250 ml,200,176000
27/11/2025,1186738.973,T - Khana Pul Islamabad,A - Khana Pul,Lemon up-1000 ml,495,386100
27/11/2025,1186738.973,T - Khana Pul Islamabad,A - Khana Pul,Lemon up-1500 ml,78,84240
27/11/2025,1186738.973,T - Khana Pul Islamabad,A - Khana Pul,Twister-1000 ml,165,128700
28/11/2025,968482.54,T - Nawan Lahore,A - Painsra,Cola-1000 ml,660,514800
28/11/2025,968482.54,T - Nawan Lahore,A - Painsra,Cola-1500 ml,416,449280
28/11/2025,968482.54,T - Nawan Lahore,A - Painsra,Cola-2250 ml,200,176000
28/11/2025,968482.54,T - Nawan Lahore,A - Painsra,Lemon up-1000 ml,165,128700
28/11/2025,968482.54,T - Nawan Lahore,A - Painsra,Lemon up-1500 ml,104,112320
27/11/2025,793625.147,T - KHUSHAB CITY,A - Kushab,Juices-Mauj Mango-500 ml,154,147840
27/11/2025,793625.147,T - KHUSHAB CITY,A - Kushab,Cola-1000 ml,495,386100
27/11/2025,793625.147,T - KHUSHAB CITY,A - Kushab,Lemon up-1000 ml,330,257400
27/11/2025,793625.147,T - KHUSHAB CITY,A - Kushab,Water-1500 ml,552.5,298350
27/11/2025,793625.147,T - KHUSHAB CITY,A - Kushab,Water-1500 ml,71.5,38610
27/11/2025,805200,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-2250 ml,400,352000
27/11/2025,805200,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-2250 ml,800,704000
27/11/2025,1050861.498,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Cola-300 ml,248,178560
27/11/2025,1050861.498,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Cola-1000 ml,330,257400
27/11/2025,1050861.498,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Cola-1500 ml,416,449280
27/11/2025,1050861.498,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Cola-2250 ml,200,176000
27/11/2025,1050861.498,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Lemon up-300 ml,248,178560
27/11/2025,1050861.498,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Lemon up-1000 ml,165,128700
27/11/2025,1050861.498,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Lemon up-1500 ml,104,112320
27/11/2025,1099107.828,T - Sillanwali,A - Sillanwali,Cola-1000 ml,1815,1415700
27/11/2025,1099107.828,T - Sillanwali,A - Sillanwali,Cola-1500 ml,104,112320
27/11/2025,2051104.14,T - WARSAK ROAD (PSW),A - Peshawar Cantt,Cola-500 ml,28,26880
27/11/2025,2051104.14,T - WARSAK ROAD (PSW),A - Peshawar Cantt,Cola-1500 ml,1144,1235520
27/11/2025,2051104.14,T - WARSAK ROAD (PSW),A - Peshawar Cantt,Lemon up-300 ml,248,178560
27/11/2025,2051104.14,T - WARSAK ROAD (PSW),A - Peshawar Cantt,Lemon up-1000 ml,825,643500
27/11/2025,2051104.14,T - WARSAK ROAD (PSW),A - Peshawar Cantt,Lemon up-1500 ml,416,449280
27/11/2025,2051104.14,T - WARSAK ROAD (PSW),A - Peshawar Cantt,Twister-300 ml,248,178560
27/11/2025,2051104.14,T - WARSAK ROAD (PSW),A - Peshawar Cantt,Cola-500 ml,260,249600
26/11/2025,805200,T - Jhang,A - Jhang-I,Cola-2250 ml,1200,1056000
26/11/2025,1152339.32,T - Batgram,A - Besham,Twister-1000 ml,249,194220
26/11/2025,1152339.32,T - Batgram,A - Besham,Twister-2250 ml,328,288640
26/11/2025,1152339.32,T - Batgram,A - Besham,Twister-1000 ml,1401,1092780
26/11/2025,1843739.948,T - MATTANI (PSW),A - Peshawar Cantt,Cola-1000 ml,330,257400
26/11/2025,1843739.948,T - MATTANI (PSW),A - Peshawar Cantt,Cola-1500 ml,104,112320
26/11/2025,1843739.948,T - MATTANI (PSW),A - Peshawar Cantt,Twister-1000 ml,1155,900900
26/11/2025,1843739.948,T - MATTANI (PSW),A - Peshawar Cantt,Twister-1500 ml,936,1010880
26/11/2025,1843739.948,T - MATTANI (PSW),A - Peshawar Cantt,Twister-2250 ml,400,352000
25/11/2025,464491.57,T - Sadiqabad (Rwp),A - Raja Bazar Rawalpindi,Cola-300 ml,430,309600
25/11/2025,464491.57,T - Sadiqabad (Rwp),A - Raja Bazar Rawalpindi,Cola-500 ml,132,126720
25/11/2025,464491.57,T - Sadiqabad (Rwp),A - Raja Bazar Rawalpindi,Lemon up-300 ml,248,178560
26/11/2025,939829.222,T - Bhagtanwala,A - Bhagtanwala,Cola-300 ml,248,178560
26/11/2025,939829.222,T - Bhagtanwala,A - Bhagtanwala,Lemon up-300 ml,248,178560
26/11/2025,939829.222,T - Bhagtanwala,A - Bhagtanwala,Lemon up-2250 ml,416.5,366520
26/11/2025,939829.222,T - Bhagtanwala,A - Bhagtanwala,Twister-2250 ml,500,440000
26/11/2025,939829.222,T - Bhagtanwala,A - Bhagtanwala,Lemon up-2250 ml,83.5,73480
